| Key | SC Code | Description | Duration (ms) |
| num lock | 045 | num lock | 49 |
| ¦ | 02B | ¦ | 53 |
| shift | 22A | shift | 8 |
| right | 04D | right | 53 |
| None | 073 | None | 45 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| down | 050 | down | 22 |
| shift | 22A | shift | 3 |
| end | 04F | end | 8 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 9 |
| ' | 07D | ' | 51 |
| ' | 079 | ' | 50 |
| shift | 22A | shift | 4 |
| insert | 052 | insert | 33 |
| shift | 22A | shift | 1 |
| left | 04B | left | 25 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 13 |
| shift | 22A | shift | 1 |
| None | 073 | None | 14 |
| ¦ | 02B | ¦ | 14 |
| right | 04D | right | 12 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 29 |
| down | 050 | down | 29 |
| insert | 052 | insert | 26 |
| ' | 07D | ' | 21 |
| None | 073 | None | 23 |
| ' | 079 | ' | 21 |
| left | 04B | left | 21 |
| clear | 04C | clear | 21 |
| shift | 22A | shift | 106 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| right | 04D | right | 32 |
| num lock | 045 | num lock | 38 |
| ¦ | 02B | ¦ | 36 |
| shift | 22A | shift | 12 |
| end | 04F | end | 37 |
| shift | 22A | shift | 4 |
| down | 050 | down | 39 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 40 |
| None | 073 | None | 39 |
| ' | 079 | ' | 39 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 16 |
| shift | 22A | shift | 1 |
| left | 04B | left | 12 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 17 |
| num lock | 045 | num lock | 20 |
| ¦ | 02B | ¦ | 20 |
| ' | 07D | ' | 28 |
| None | 073 | None | 29 |
| right | 04D | right | 28 |
| left | 04B | left | 28 |
| clear | 04C | clear | 29 |
| end | 04F | end | 27 |
| down | 050 | down | 27 |
| ' | 079 | ' | 27 |
| insert | 052 | insert | 27 |
| ¦ | 02B | ¦ | 26 |
| shift | 22A | shift | 126 |
| None | 073 | None | 28 |
| shift | 22A | shift | 11 |
| ' | 07D | ' | 30 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| left | 04B | left | 27 |
| num lock | 045 | num lock | 27 |
| shift | 22A | shift | 4 |
| end | 04F | end | 28 |
| shift | 22A | shift | 8 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 28 |
| shift | 22A | shift | 0 |
| right | 04D | right | 28 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 16 |
| down | 050 | down | 26 |
| ¦ | 02B | ¦ | 27 |
| shift | 22A | shift | 10 |
| None | 073 | None | 29 |
| ' | 07D | ' | 68 |
| left | 04B | left | 62 |
| num lock | 045 | num lock | 56 |
| end | 04F | end | 59 |
| insert | 052 | insert | 20 |
| clear | 04C | clear | 19 |
| right | 04D | right | 19 |
| down | 050 | down | 8 |
| ¦ | 02B | ¦ | 6 |
| None | 073 | None | 4 |
| ' | 079 | ' | 3 |
| shift | 22A | shift | 94 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 30 |
| num lock | 045 | num lock | 31 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 1 |
| end | 04F | end | 35 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 28 |
| shift | 22A | shift | 1 |
| left | 04B | left | 29 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| down | 050 | down | 27 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 9 |
| clear | 04C | clear | 23 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| right | 04D | right | 23 |
| None | 073 | None | 26 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 16 |
| shift | 22A | shift | 0 |
| end | 04F | end | 25 |
| shift | 22A | shift | 0 |
| insert | 052 | insert | 26 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 27 |
| left | 04B | left | 26 |
| num lock | 045 | num lock | 23 |
| down | 050 | down | 27 |
| clear | 04C | clear | 24 |
| None | 073 | None | 26 |
| end | 04F | end | 28 |
| ¦ | 02B | ¦ | 28 |
| insert | 052 | insert | 27 |
| right | 04D | right | 25 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 26 |
| shift | 22A | shift | 99 |
| shift | 22A | shift | 0 |
| left | 04B | left | 27 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 0 |
| down | 050 | down | 24 |
| shift | 22A | shift | 11 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 26 |
| None | 073 | None | 27 |
| shift | 22A | shift | 6 |
| end | 04F | end | 29 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 7 |
| insert | 052 | insert | 26 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 26 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 3 |
| down | 050 | down | 22 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| None | 073 | None | 26 |
| left | 04B | left | 26 |
| clear | 04C | clear | 24 |
| ¦ | 02B | ¦ | 24 |
| insert | 052 | insert | 23 |
| right | 04D | right | 22 |
| ` | 029 | ` | 3807 |
| ¹ | 002 | ¹ | 3809 |
| tab | 00F | tab | 3809 |
| caps lock | 03A | caps lock | 3808 |
| ¢ | 02E | ¢ | 3809 |
| ctrl | 01D | ctrl | 3812 |
| shift | 02A | shift | 3815 |
| esc | 001 | esc | 3815 |
| num lock | 045 | num lock | 39 |
| end | 04F | end | 38 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 25 |
| None | 073 | None | 28 |
| down | 050 | down | 27 |
| ¬ | 02B | ¬ | 23 |
| shift | 22A | shift | 126 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 2 |
| end | 04F | end | 41 |
| num lock | 045 | num lock | 37 |
| ' | 07D | ' | 37 |
| shift | 22A | shift | 9 |
| insert | 052 | insert | 32 |
| shift | 22A | shift | 1 |
| left | 04B | left | 30 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| right | 04D | right | 28 |
| ' | 079 | ' | 26 |
| None | 073 | None | 31 |
| shift | 22A | shift | 18 |
| down | 050 | down | 27 |
| ¦ | 02B | ¦ | 26 |
| num lock | 045 | num lock | 22 |
| left | 04B | left | 25 |
| end | 04F | end | 26 |
| ' | 07D | ' | 23 |
| None | 073 | None | 27 |
| insert | 052 | insert | 29 |
| ' | 079 | ' | 28 |
| clear | 04C | clear | 25 |
| right | 04D | right | 24 |
| down | 050 | down | 23 |
| ¦ | 02B | ¦ | 24 |
| left | 04B | left | 24 |
| ' | 07D | ' | 24 |
| shift | 22A | shift | 142 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 31 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 32 |
| num lock | 045 | num lock | 30 |
| shift | 22A | shift | 12 |
| clear | 04C | clear | 28 |
| shift | 22A | shift | 1 |
| right | 04D | right | 28 |
| shift | 22A | shift | 1 |
| end | 04F | end | 28 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 30 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2409 |
| shift | 22A | shift | 3 |
| right | 04D | right | 2497 |
| num lock | 045 | num lock | 2509 |
| ' | 07D | ' | 2459 |
| ' | 079 | ' | 2495 |
| shift | 22A | shift | 14 |
| shift | 22A | shift | 2 |
| down | 050 | down | 31 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 2 |
| None | 073 | None | 37 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 35 |
| shift | 22A | shift | 1 |
| left | 04B | left | 23 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 23 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 4 |
| end | 04F | end | 16 |
| shift | 22A | shift | 19 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 24 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 10 |
| insert | 052 | insert | 33 |
| right | 04D | right | 31 |
| None | 073 | None | 22 |
| down | 050 | down | 25 |
| num lock | 045 | num lock | 18 |
| left | 04B | left | 24 |
| ¦ | 02B | ¦ | 28 |
| end | 04F | end | 29 |
| ' | 07D | ' | 25 |
| clear | 04C | clear | 27 |
| right | 04D | right | 23 |
| shift | 22A | shift | 91 |
| None | 073 | None | 21 |
| shift | 22A | shift | 6 |
| insert | 052 | insert | 25 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 13 |
| shift | 22A | shift | 9 |
| down | 050 | down | 45 |
| ¦ | 02B | ¦ | 46 |
| ' | 079 | ' | 37 |
| shift | 22A | shift | 6 |
| end | 04F | end | 23 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 4 |
| ' | 07D | ' | 19 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 27 |
| None | 073 | None | 29 |
| shift | 22A | shift | 2 |
| left | 04B | left | 29 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| down | 050 | down | 29 |
| ¦ | 02B | ¦ | 27 |
| right | 04D | right | 19 |
| num lock | 045 | num lock | 16 |
| end | 04F | end | 19 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 27 |
| None | 073 | None | 25 |
| shift | 22A | shift | 71 |
| shift | 22A | shift | 2 |
| ¦ | 02B | ¦ | 36 |
| shift | 22A | shift | 9 |
| num lock | 045 | num lock | 37 |
| shift | 22A | shift | 4 |
| down | 050 | down | 35 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 27 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 4 |
| end | 04F | end | 35 |
| shift | 22A | shift | 5 |
| left | 04B | left | 25 |
| shift | 22A | shift | 6 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| right | 04D | right | 30 |
| None | 073 | None | 21 |
| ¦ | 02B | ¦ | 20 |
| ' | 07D | ' | 22 |
| ' | 079 | ' | 22 |
| num lock | 045 | num lock | 25 |
| end | 04F | end | 22 |
| None | 073 | None | 30 |
| left | 04B | left | 28 |
| insert | 052 | insert | 26 |
| shift | 22A | shift | 95 |
| clear | 04C | clear | 24 |
| ¦ | 02B | ¦ | 23 |
| ' | 07D | ' | 23 |
| ' | 079 | ' | 24 |
| shift | 22A | shift | 18 |
| right | 04D | right | 30 |
| num lock | 045 | num lock | 32 |
| shift | 22A | shift | 20 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 6 |
| end | 04F | end | 26 |
| None | 073 | None | 30 |
| shift | 22A | shift | 7 |
| down | 050 | down | 32 |
| shift | 22A | shift | 4 |
| insert | 052 | insert | 33 |
| shift | 22A | shift | 1 |
| left | 04B | left | 32 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 37 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 43 |
| ' | 079 | ' | 38 |
| esc | 001 | esc | 3408 |
| ` | 029 | ` | 3418 |
| ¹ | 002 | ¹ | 3419 |
| tab | 00F | tab | 3420 |
| caps lock | 03A | caps lock | 3420 |
| `¢ | 02E | `¢ | 3421 |
| shift | 02A | shift | 3418 |
| ctrl | 01D | ctrl | 3421 |
| clear | 04C | clear | 29 |
| right | 04D | right | 25 |
| num lock | 045 | num lock | 24 |
| insert | 052 | insert | 34 |
| left | 04B | left | 30 |
| end | 04F | end | 32 |
| None | 073 | None | 32 |
| down | 050 | down | 31 |
| ¦ | 02B | ¦ | 32 |
| esc | 001 | esc | 35 |
| ` | 029 | ` | 34 |
| ¹ | 002 | ¹ | 33 |
| tab | 00F | tab | 33 |
| caps lock | 03A | caps lock | 32 |
| shift | 02A | shift | 29 |
| © | 02E | © | 31 |
| ctrl | 01D | ctrl | 29 |
| ' | 07D | ' | 30 |
| ' | 079 | ' | 31 |
| num lock | 045 | num lock | 28 |
| None | 073 | None | 28 |
| 0 | 052 | 0 | 30 |
| shift | 22A | shift | 184 |
| shift | 22A | shift | 1 |
| left | 04B | left | 40 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 35 |
| shift | 22A | shift | 10 |
| clear | 04C | clear | 37 |
| shift | 22A | shift | 0 |
| end | 04F | end | 22 |
| shift | 22A | shift | 1 |
| down | 050 | down | 31 |
| ' | 079 | ' | 32 |
| right | 04D | right | 57 |
| num lock | 045 | num lock | 54 |
| ¦ | 02B | ¦ | 24 |
| ' | 07D | ' | 16 |
| None | 073 | None | 14 |
| insert | 052 | insert | 8 |
| shift | 22A | shift | 93 |
| left | 04B | left | 20 |
| shift | 22A | shift | 7 |
| clear | 04C | clear | 27 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 9 |
| right | 04D | right | 54 |
| num lock | 045 | num lock | 52 |
| ' | 079 | ' | 52 |
| shift | 22A | shift | 8 |
| end | 04F | end | 34 |
| shift | 22A | shift | 1 |
| down | 050 | down | 30 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 18 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| left | 04B | left | 6 |
| None | 073 | None | 8 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 15 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 21 |
| right | 04D | right | 18 |
| end | 04F | end | 17 |
| insert | 052 | insert | 21 |
| num lock | 045 | num lock | 28 |
| left | 04B | left | 26 |
| ¦ | 02B | ¦ | 23 |
| clear | 04C | clear | 23 |
| None | 073 | None | 30 |
| down | 050 | down | 29 |
| ' | 07D | ' | 24 |
| ' | 079 | ' | 23 |
| end | 04F | end | 23 |
| shift | 22A | shift | 111 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 34 |
| shift | 22A | shift | 0 |
| left | 04B | left | 35 |
| shift | 22A | shift | 1 |
| right | 04D | right | 34 |
| num lock | 045 | num lock | 33 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 6 |
| clear | 04C | clear | 22 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| down | 050 | down | 25 |
| ¦ | 02B | ¦ | 24 |
| None | 073 | None | 25 |
| shift | 22A | shift | 19 |
| end | 04F | end | 22 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 24 |
| shift | 22A | shift | 16 |
| insert | 052 | insert | 27 |
| shift | 22A | shift | 0 |
| left | 04B | left | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 02A | shift | 449 |
| ctrl | 01D | ctrl | 449 |
| esc | 001 | esc | 461 |
| ` | 029 | ` | 459 |
| ¡ | 002 | ¡ | 459 |
| clear | 04C | clear | 27 |
| right | 04D | right | 24 |
| num lock | 045 | num lock | 31 |
| None | 073 | None | 34 |
| end | 04F | end | 32 |
| ¬ | 02B | ¬ | 30 |
| down | 050 | down | 35 |
| ' | 07D | ' | 33 |
| ' | 079 | ' | 34 |
| insert | 052 | insert | 32 |
| left | 04B | left | 34 |
| shift | 22A | shift | 120 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 30 |
| shift | 22A | shift | 1 |
| right | 04D | right | 32 |
| None | 073 | None | 38 |
| shift | 22A | shift | 4 |
| num lock | 045 | num lock | 44 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| end | 04F | end | 45 |
| ' | 07D | ' | 35 |
| ' | 079 | ' | 36 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 7 |
| insert | 052 | insert | 30 |
| shift | 22A | shift | 1 |
| left | 04B | left | 26 |
| shift | 22A | shift | 1 |
| down | 050 | down | 19 |
| shift | 22A | shift | 2 |
| ¦ | 02B | ¦ | 19 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 21 |
| clear | 04C | clear | 25 |
| shift | 22A | shift | 2 |
| right | 04D | right | 30 |
| None | 073 | None | 35 |
| shift | 22A | shift | 5 |
| left | 04B | left | 20 |
| num lock | 045 | num lock | 18 |
| end | 04F | end | 16 |
| down | 050 | down | 18 |
| insert | 052 | insert | 21 |
| ' | 07D | ' | 23 |
| ' | 079 | ' | 25 |
| ¦ | 02B | ¦ | 51 |
| None | 073 | None | 49 |
| `¢ | 02E | `¢ | 786 |
| shift | 02A | shift | 282 |
| ctrl | 01D | ctrl | 286 |
| esc | 001 | esc | 290 |
| ` | 029 | ` | 290 |
| ¡ | 002 | ¡ | 293 |
| tab | 00F | tab | 811 |
| caps lock | 03A | caps lock | 811 |
| 4 | 04B | 4 | 32 |
| 5 | 04C | 5 | 27 |
| num lock | 045 | num lock | 9 |
| 6 | 04D | 6 | 8 |
| 1 | 04F | 1 | 8 |
| 2 | 050 | 2 | 8 |
| ' | 07D | ' | 9 |
| ' | 079 | ' | 10 |
| 0 | 052 | 0 | 12 |
| None | 073 | None | 24 |
| shift | 22A | shift | 202 |
| left | 04B | left | 41 |
| end | 04F | end | 39 |
| down | 050 | down | 13 |
| num lock | 045 | num lock | 8 |
| ¦ | 02B | ¦ | 10 |
| clear | 04C | clear | 17 |
| ' | 07D | ' | 19 |
| ' | 079 | ' | 21 |
| insert | 052 | insert | 25 |
| shift | 22A | shift | 62 |
| None | 073 | None | 28 |
| shift | 22A | shift | 16 |
| left | 04B | left | 28 |
| shift | 22A | shift | 1 |
| right | 04D | right | 29 |
| num lock | 045 | num lock | 30 |
| shift | 22A | shift | 9 |
| end | 04F | end | 30 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 27 |
| shift | 22A | shift | 4 |
| ' | 079 | ' | 32 |
| shift | 22A | shift | 6 |
| insert | 052 | insert | 29 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 29 |
| shift | 22A | shift | 1 |
| down | 050 | down | 26 |
| None | 073 | None | 25 |
| shift | 22A | shift | 10 |
| left | 04B | left | 26 |
| num lock | 045 | num lock | 27 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 29 |
| end | 04F | end | 26 |
| ¦ | 02B | ¦ | 24 |
| None | 073 | None | 24 |
| insert | 052 | insert | 31 |
| clear | 04C | clear | 31 |
| right | 04D | right | 30 |
| shift | 22A | shift | 92 |
| shift | 22A | shift | 11 |
| left | 04B | left | 49 |
| shift | 22A | shift | 2 |
| num lock | 045 | num lock | 56 |
| shift | 22A | shift | 1 |
| down | 050 | down | 53 |
| ' | 07D | ' | 38 |
| ' | 079 | ' | 35 |
| shift | 22A | shift | 4 |
| end | 04F | end | 8 |
| ¦ | 02B | ¦ | 5 |
| None | 073 | None | 20 |
| shift | 22A | shift | 21 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 22 |
| shift | 22A | shift | 2 |
| down | 050 | down | 21 |
| shift | 22A | shift | 7 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 22 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 26 |
| left | 04B | left | 25 |
| clear | 04C | clear | 21 |
| end | 04F | end | 18 |
| None | 073 | None | 22 |
| right | 04D | right | 25 |
| num lock | 045 | num lock | 25 |
| ¦ | 02B | ¦ | 27 |
| down | 050 | down | 27 |
| ' | 07D | ' | 29 |
| ' | 079 | ' | 28 |
| insert | 052 | insert | 27 |
| left | 04B | left | 26 |
| end | 04F | end | 23 |
| None | 073 | None | 22 |
| right | 04D | right | 41 |
| clear | 04C | clear | 44 |
| shift | 22A | shift | 156 |
| shift | 22A | shift | 4 |
| ' | 07D | ' | 19 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 20 |
| shift | 22A | shift | 5 |
| left | 04B | left | 24 |
| num lock | 045 | num lock | 25 |
| shift | 22A | shift | 1 |
| down | 050 | down | 23 |
| shift | 22A | shift | 1 |
| end | 04F | end | 18 |
| ¦ | 02B | ¦ | 16 |
| None | 073 | None | 20 |
| ' | 079 | ' | 21 |
| shift | 22A | shift | 18 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 4 |
| clear | 04C | clear | 33 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 3 |
| right | 04D | right | 63 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 37 |
| insert | 052 | insert | 110 |
| shift | 22A | shift | 2 |
| end | 04F | end | 84 |
| shift | 22A | shift | 2 |
| down | 050 | down | 62 |
| ' | 07D | ' | 52 |
| None | 073 | None | 49 |
| ' | 079 | ' | 43 |
| shift | 22A | shift | 13 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 2 |
| ¦ | 02B | ¦ | 29 |
| left | 04B | left | 23 |
| clear | 04C | clear | 16 |
| right | 04D | right | 12 |
| num lock | 045 | num lock | 12 |
| insert | 052 | insert | 4 |
| None | 073 | None | 7 |
| end | 04F | end | 7 |
| ' | 07D | ' | 6 |
| ¦ | 02B | ¦ | 4 |
| ' | 079 | ' | 4 |
| down | 050 | down | 4 |
| shift | 22A | shift | 29 |
| num lock | 045 | num lock | 4 |
| shift | 22A | shift | 2 |
| left | 04B | left | 3 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 0 |
| None | 073 | None | 10 |
| ' | 07D | ' | 10 |
| ' | 079 | ' | 11 |
| shift | 22A | shift | 7 |
| end | 04F | end | 11 |
| shift | 22A | shift | 1 |
| down | 050 | down | 14 |
| ¦ | 02B | ¦ | 19 |
| num lock | 045 | num lock | 15 |
| insert | 052 | insert | 28 |
| left | 04B | left | 29 |
| clear | 04C | clear | 30 |
| ' | 07D | ' | 26 |
| None | 073 | None | 26 |
| end | 04F | end | 26 |
| ' | 079 | ' | 23 |
| shift | 22A | shift | 78 |
| shift | 22A | shift | 2 |
| ¦ | 02B | ¦ | 25 |
| num lock | 045 | num lock | 24 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 0 |
| down | 050 | down | 24 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| right | 04D | right | 27 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 3 |
| left | 04B | left | 32 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 27 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 22 |
| None | 073 | None | 22 |
| end | 04F | end | 23 |
| ¦ | 02B | ¦ | 24 |
| num lock | 045 | num lock | 26 |
| down | 050 | down | 28 |
| ' | 07D | ' | 24 |
| None | 073 | None | 23 |
| ' | 079 | ' | 23 |
| insert | 052 | insert | 23 |
| ¦ | 02B | ¦ | 25 |
| shift | 22A | shift | 122 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| left | 04B | left | 28 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| num lock | 045 | num lock | 29 |
| shift | 22A | shift | 5 |
| end | 04F | end | 25 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| down | 050 | down | 26 |
| shift | 22A | shift | 2 |
| ' | 07D | ' | 26 |
| None | 073 | None | 29 |
| shift | 22A | shift | 7 |
| right | 04D | right | 26 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 23 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 20 |
| end | 04F | end | 23 |
| shift | 22A | shift | 2 |
| left | 04B | left | 27 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 0 |
| ' | 079 | ' | 31 |
| clear | 04C | clear | 20 |
| right | 04D | right | 20 |
| num lock | 045 | num lock | 21 |
| insert | 052 | insert | 26 |
| down | 050 | down | 19 |
| None | 073 | None | 21 |
| ¦ | 02B | ¦ | 24 |
| ' | 07D | ' | 25 |
| end | 04F | end | 24 |
| ' | 079 | ' | 23 |
| shift | 22A | shift | 99 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| num lock | 045 | num lock | 30 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 30 |
| shift | 22A | shift | 2 |
| left | 04B | left | 32 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 28 |
| shift | 22A | shift | 1 |
| right | 04D | right | 25 |
| None | 073 | None | 27 |
| shift | 22A | shift | 6 |
| down | 050 | down | 29 |
| shift | 22A | shift | 1 |
| end | 04F | end | 24 |
| ' | 07D | ' | 21 |
| ¦ | 02B | ¦ | 22 |
| ' | 079 | ' | 23 |
| shift | 22A | shift | 53 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 17 |
| left | 04B | left | 13 |
| clear | 04C | clear | 11 |
| num lock | 045 | num lock | 14 |
| None | 073 | None | 14 |
| end | 04F | end | 13 |
| down | 050 | down | 13 |
| ' | 07D | ' | 13 |
| ' | 079 | ' | 15 |
| ¦ | 02B | ¦ | 15 |
| shift | 22A | shift | 56 |
| shift | 22A | shift | 21 |
| num lock | 045 | num lock | 27 |
| shift | 22A | shift | 2 |
| end | 04F | end | 28 |
| None | 073 | None | 28 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| ' | 07D | ' | 28 |
| shift | 22A | shift | 10 |
| insert | 052 | insert | 28 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| left | 04B | left | 28 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 28 |
| shift | 22A | shift | 1 |
| right | 04D | right | 28 |
| ¦ | 02B | ¦ | 29 |
| shift | 22A | shift | 16 |
| down | 050 | down | 27 |
| ' | 079 | ' | 23 |
| None | 073 | None | 29 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 24 |
| ' | 07D | ' | 26 |
| ¦ | 02B | ¦ | 24 |
| insert | 052 | insert | 27 |
| left | 04B | left | 27 |
| clear | 04C | clear | 27 |
| down | 050 | down | 27 |
| None | 073 | None | 23 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 128 |
| right | 04D | right | 29 |
| shift | 22A | shift | 1 |
| num lock | 045 | num lock | 33 |
| ¦ | 02B | ¦ | 28 |
| shift | 22A | shift | 4 |
| ' | 07D | ' | 24 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 23 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| left | 04B | left | 31 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 32 |
| None | 073 | None | 26 |
| shift | 22A | shift | 8 |
| end | 04F | end | 24 |
| shift | 22A | shift | 1 |
| down | 050 | down | 23 |
| ' | 079 | ' | 18 |
| shift | 22A | shift | 2 |
| right | 04D | right | 22 |
| num lock | 045 | num lock | 22 |
| insert | 052 | insert | 25 |
| left | 04B | left | 24 |
| ¦ | 02B | ¦ | 27 |
| clear | 04C | clear | 26 |
| ' | 07D | ' | 24 |
| None | 073 | None | 27 |
